60,71 LKOH|214|28|Min Williams A/D | 5|1|2||5 дня падения, 1 дня в 
60,71 LKOH|187|28|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
60,87 LKOH|139|23|Max Williams A/D |14|1|3||5 дня роста, 1 дня в 
60,87 LKOH|133|23|Max Williams A/D |15|1|3||5 дня роста, 1 дня в 
60,87 LKOH|128|23|Max Williams A/D |16|1|1||5 дня роста, 1 дня в 
60,87 LKOH|126|23|Max Williams A/D |17|1|1||5 дня роста, 1 дня в 
60,87 LKOH|121|23|Max Williams A/D |18|1|1||5 дня роста, 1 дня в 
60,87 LKOH|121|23|Max Williams A/D |18|1|2||5 дня роста, 1 дня в 
60,87 LKOH|117|23|Max Williams A/D |19|1|1||5 дня роста, 1 дня в 
61,54 RTKM|80|13|Max Williams A/D |14|1|2||6 дня роста, 1 дня в 
61,54 RTKM|77|13|Max Williams A/D |15|1|2||6 дня роста, 1 дня в 
61,54 RTKM|66|13|Max Williams A/D |18|1|1||6 дня роста, 1 дня в 
61,90 RTKM|110|21|Max Williams A/D |10|1|3||5 дня роста, 1 дня в 
62,50 ROSN|80|8|Max Williams A/D |21|1|1||6 дня роста, 1 дня в 
62,50 ROSN|194|24|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
63,16 GMKN|129|19|Min Williams A/D |11|1|3||5 дня падения, 1 дня в 
63,16 GMKN|98|19|Min Williams A/D |23|1|1||5 дня падения, 1 дня в 
63,16 GMKN|97|19|Min Williams A/D |23|1|2||5 дня падения, 1 дня в 
63,33 GMKN|178|30|Max Williams A/D | 7|1|2||4 дня роста, 1 дня в 
63,64 LKOH|108|11|Max Williams A/D |22|1|1||6 дня роста, 1 дня в 
63,64 LKOH|104|11|Max Williams A/D |23|1|1||6 дня роста, 1 дня в 
63,64 LKOH|100|11|Max Williams A/D |24|1|1||6 дня роста, 1 дня в 
63,64 LKOH|100|11|Max Williams A/D |24|1|2||6 дня роста, 1 дня в 
63,64 LKOH|99|11|Max Williams A/D |25|1|1||6 дня роста, 1 дня в 
63,64 ROSN|106|11|Min Williams A/D |17|1|2||6 дня падения, 1 дня в 
63,64 ROSN|102|11|Min Williams A/D |18|1|2||6 дня падения, 1 дня в 
63,64 ROSN|91|11|Min Williams A/D |20|1|1||6 дня падения, 1 дня в 
64,29 GAZP|130|14|Min Williams A/D |17|1|1||6 дня падения, 1 дня в 
64,29 GAZP|127|14|Min Williams A/D |18|1|1||6 дня падения, 1 дня в 
64,29 GAZP|124|14|Min Williams A/D |19|1|1||6 дня падения, 1 дня в 
64,29 GAZP|121|14|Min Williams A/D |20|1|1||6 дня падения, 1 дня в 
64,29 GAZP|121|14|Min Williams A/D |21|1|1||6 дня падения, 1 дня в 
64,29 GAZP|117|14|Min Williams A/D |22|1|1||6 дня падения, 1 дня в 
64,29 GAZP|116|14|Min Williams A/D |22|1|2||6 дня падения, 1 дня в 
64,29 LKOH|249|28|Min Williams A/D | 4|1|3||5 дня падения, 1 дня в 
64,29 LKOH|213|28|Min Williams A/D | 5|1|3||5 дня падения, 1 дня в 
64,71 NVTK|136|17|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
64,71 NVTK|122|17|Min Williams A/D |10|1|3||5 дня падения, 1 дня в 
64,71 NVTK|116|17|Min Williams A/D |11|1|3||5 дня падения, 1 дня в 
65,00 RTKM|178|20|Min Williams A/D |12|1|3||6 дня падения, 1 дня в 
65,00 RTKM|172|20|Min Williams A/D |13|1|3||6 дня падения, 1 дня в 
65,00 RTKM|152|20|Min Williams A/D |17|1|1||6 дня падения, 1 дня в 
65,00 RTKM|151|20|Min Williams A/D |17|1|2||6 дня падения, 1 дня в 
65,00 RTKM|150|20|Min Williams A/D |18|1|1||6 дня падения, 1 дня в 
65,22 LKOH|159|23|Max Williams A/D |11|1|1||5 дня роста, 1 дня в 
65,22 LKOH|153|23|Max Williams A/D |12|1|1||5 дня роста, 1 дня в 
65,22 LKOH|153|23|Max Williams A/D |12|1|3||5 дня роста, 1 дня в 
65,22 LKOH|144|23|Max Williams A/D |13|1|1||5 дня роста, 1 дня в 
65,22 LKOH|144|23|Max Williams A/D |13|1|3||5 дня роста, 1 дня в 
65,22 LKOH|139|23|Max Williams A/D |14|1|1||5 дня роста, 1 дня в 
65,22 LKOH|133|23|Max Williams A/D |15|1|1||5 дня роста, 1 дня в 
65,22 LKOH|128|23|Max Williams A/D |16|1|2||5 дня роста, 1 дня в 
65,22 LKOH|126|23|Max Williams A/D |17|1|2||5 дня роста, 1 дня в 
65,38 SBER|142|26|Min Williams A/D |12|1|3||5 дня падения, 1 дня в 
65,38 SBER|136|26|Min Williams A/D |13|1|3||5 дня падения, 1 дня в 
65,38 SBER|133|26|Min Williams A/D |14|1|3||5 дня падения, 1 дня в 
65,38 SBER|131|26|Min Williams A/D |15|1|3||5 дня падения, 1 дня в 
66,67 GMKN|118|12|Max Williams A/D |14|1|1||5 дня роста, 1 дня в 
66,67 GMKN|115|12|Max Williams A/D |15|1|1||5 дня роста, 1 дня в 
66,67 GMKN|113|12|Max Williams A/D |16|1|1||5 дня роста, 1 дня в 
66,67 GMKN|108|12|Max Williams A/D |17|1|1||5 дня роста, 1 дня в 
66,67 GMKN|106|12|Max Williams A/D |18|1|1||5 дня роста, 1 дня в 
66,67 GMKN|103|12|Max Williams A/D |19|1|1||5 дня роста, 1 дня в 
66,67 GMKN|102|12|Max Williams A/D |20|1|1||5 дня роста, 1 дня в 
66,67 LKOH|64|12|Min Williams A/D |23|1|1||6 дня падения, 1 дня в 
66,67 NVTK|87|9|Min Williams A/D |16|1|2||6 дня падения, 1 дня в 
66,67 NVTK|86|9|Min Williams A/D |17|1|2||6 дня падения, 1 дня в 
66,67 NVTK|81|9|Min Williams A/D |18|1|2||6 дня падения, 1 дня в 
66,67 NVTK|77|9|Min Williams A/D |19|1|2||6 дня падения, 1 дня в 
66,67 NVTK|74|9|Min Williams A/D |20|1|2||6 дня падения, 1 дня в 
66,67 NVTK|72|9|Min Williams A/D |21|1|2||6 дня падения, 1 дня в 
66,67 NVTK|69|9|Min Williams A/D |22|1|2||6 дня падения, 1 дня в 
66,67 NVTK|66|9|Min Williams A/D |23|1|2||6 дня падения, 1 дня в 
66,67 NVTK|63|9|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
66,67 NVTK|61|9|Min Williams A/D |25|1|2||6 дня падения, 1 дня в 
66,67 ROSN|126|24|Min Williams A/D |13|1|2||5 дня падения, 1 дня в 
66,67 ROSN|122|24|Min Williams A/D |14|1|2||5 дня падения, 1 дня в 
66,67 RTKM|80|9|Max Williams A/D |14|1|3||7 дня роста, 1 дня в 
66,67 RTKM|77|9|Max Williams A/D |15|1|3||7 дня роста, 1 дня в 
66,67 RTKM|74|9|Max Williams A/D |16|1|2||7 дня роста, 1 дня в 
66,67 RTKM|71|9|Max Williams A/D |17|1|2||7 дня роста, 1 дня в 
66,67 RTKM|59|9|Max Williams A/D |19|1|1||7 дня роста, 1 дня в 
66,67 RTKM|55|9|Max Williams A/D |20|1|1||7 дня роста, 1 дня в 
66,67 RTKM|52|9|Max Williams A/D |21|1|1||7 дня роста, 1 дня в 
66,67 RTKM|51|9|Max Williams A/D |22|1|1||7 дня роста, 1 дня в 
66,67 RTKM|46|9|Max Williams A/D |23|1|1||7 дня роста, 1 дня в 
66,67 SBER|187|33|Max Williams A/D | 7|1|3||4 дня роста, 1 дня в 
68,42 GMKN|144|19|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
68,42 GMKN|137|19|Min Williams A/D |10|1|3||5 дня падения, 1 дня в 
68,42 GMKN|127|19|Min Williams A/D |12|1|1||5 дня падения, 1 дня в 
68,42 GMKN|122|19|Min Williams A/D |13|1|1||5 дня падения, 1 дня в 
68,42 GMKN|119|19|Min Williams A/D |14|1|1||5 дня падения, 1 дня в 
68,42 GMKN|118|19|Min Williams A/D |15|1|1||5 дня падения, 1 дня в 
68,42 GMKN|118|19|Min Williams A/D |16|1|1||5 дня падения, 1 дня в 
68,42 GMKN|115|19|Min Williams A/D |17|1|1||5 дня падения, 1 дня в 
68,42 GMKN|112|19|Min Williams A/D |18|1|1||5 дня падения, 1 дня в 
68,42 GMKN|111|19|Min Williams A/D |19|1|1||5 дня падения, 1 дня в 
68,42 GMKN|105|19|Min Williams A/D |20|1|1||5 дня падения, 1 дня в 
68,42 GMKN|104|19|Min Williams A/D |21|1|1||5 дня падения, 1 дня в 
68,42 GMKN|102|19|Min Williams A/D |22|1|1||5 дня падения, 1 дня в 
68,97 LKOH|303|58|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
69,23 RTKM|98|13|Max Williams A/D |11|1|3||6 дня роста, 1 дня в 
69,23 RTKM|89|13|Max Williams A/D |12|1|3||6 дня роста, 1 дня в 
69,23 RTKM|85|13|Max Williams A/D |13|1|2||6 дня роста, 1 дня в 
69,23 RTKM|74|13|Max Williams A/D |16|1|1||6 дня роста, 1 дня в 
69,23 RTKM|71|13|Max Williams A/D |17|1|1||6 дня роста, 1 дня в 
69,23 SBER|158|26|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
69,23 SBER|152|26|Min Williams A/D |10|1|3||5 дня падения, 1 дня в 
69,23 SBER|148|26|Min Williams A/D |11|1|3||5 дня падения, 1 дня в 
69,57 LKOH|200|23|Max Williams A/D | 7|1|1||5 дня роста, 1 дня в 
69,57 LKOH|191|23|Max Williams A/D | 8|1|1||5 дня роста, 1 дня в 
69,57 LKOH|176|23|Max Williams A/D | 9|1|1||5 дня роста, 1 дня в 
69,57 LKOH|166|23|Max Williams A/D |10|1|1||5 дня роста, 1 дня в 
69,57 LKOH|166|23|Max Williams A/D |10|1|3||5 дня роста, 1 дня в 
69,57 LKOH|159|23|Max Williams A/D |11|1|3||5 дня роста, 1 дня в 
69,57 LKOH|139|23|Max Williams A/D |14|1|2||5 дня роста, 1 дня в 
69,57 LKOH|133|23|Max Williams A/D |15|1|2||5 дня роста, 1 дня в 
69,57 ROSN|239|46|Min Williams A/D | 5|1|3||4 дня падения, 1 дня в 
69,70 SBER|210|33|Max Williams A/D | 6|1|3||4 дня роста, 1 дня в 
70,00 GAZP|97|10|Max Williams A/D |16|1|1||5 дня роста, 1 дня в 
70,00 GAZP|97|10|Max Williams A/D |16|1|2||5 дня роста, 1 дня в 
70,00 GAZP|92|10|Max Williams A/D |17|1|1||5 дня роста, 1 дня в 
70,00 GAZP|92|10|Max Williams A/D |17|1|2||5 дня роста, 1 дня в 
70,00 GAZP|89|10|Max Williams A/D |18|1|1||5 дня роста, 1 дня в 
70,00 GAZP|89|10|Max Williams A/D |18|1|2||5 дня роста, 1 дня в 
70,00 GAZP|87|10|Max Williams A/D |19|1|1||5 дня роста, 1 дня в 
70,00 GAZP|87|10|Max Williams A/D |19|1|2||5 дня роста, 1 дня в 
70,00 GAZP|82|10|Max Williams A/D |20|1|1||5 дня роста, 1 дня в 
70,00 GAZP|80|10|Max Williams A/D |21|1|1||5 дня роста, 1 дня в 
70,00 GMKN|204|30|Max Williams A/D | 6|1|2||4 дня роста, 1 дня в 
70,00 NVTK|205|40|Min Williams A/D | 5|1|3||4 дня падения, 1 дня в 
70,00 ROSN|126|20|Max Williams A/D |11|1|3||5 дня роста, 1 дня в 
70,00 ROSN|124|20|Max Williams A/D |12|1|3||5 дня роста, 1 дня в 
70,00 RTKM|186|20|Min Williams A/D |11|1|3||6 дня падения, 1 дня в 
70,00 RTKM|167|20|Min Williams A/D |14|1|1||6 дня падения, 1 дня в 
70,00 RTKM|166|20|Min Williams A/D |14|1|2||6 дня падения, 1 дня в 
70,00 RTKM|160|20|Min Williams A/D |15|1|1||6 дня падения, 1 дня в 
70,00 RTKM|159|20|Min Williams A/D |15|1|2||6 дня падения, 1 дня в 
70,00 RTKM|158|20|Min Williams A/D |16|1|1||6 дня падения, 1 дня в 
70,00 RTKM|157|20|Min Williams A/D |16|1|2||6 дня падения, 1 дня в 
70,00 SBER|99|10|Max Williams A/D |18|1|1||5 дня роста, 1 дня в 
70,00 SBER|97|10|Max Williams A/D |19|1|1||5 дня роста, 1 дня в 
70,00 SBER|93|10|Max Williams A/D |20|1|1||5 дня роста, 1 дня в 
70,00 SBER|93|10|Max Williams A/D |20|1|2||5 дня роста, 1 дня в 
70,59 NVTK|148|17|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
70,59 NVTK|92|17|Min Williams A/D |15|1|2||5 дня падения, 1 дня в 
70,59 NVTK|87|17|Min Williams A/D |16|1|2||5 дня падения, 1 дня в 
70,59 NVTK|86|17|Min Williams A/D |17|1|2||5 дня падения, 1 дня в 
70,69 LKOH|302|58|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
70,83 ROSN|215|24|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
70,83 ROSN|133|24|Min Williams A/D |12|1|2||5 дня падения, 1 дня в 
71,43 GAZP|248|35|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
71,43 GAZP|140|14|Min Williams A/D |15|1|2||6 дня падения, 1 дня в 
71,43 GAZP|135|14|Min Williams A/D |16|1|1||6 дня падения, 1 дня в 
71,43 GAZP|134|14|Min Williams A/D |16|1|2||6 дня падения, 1 дня в 
71,43 GAZP|129|14|Min Williams A/D |17|1|2||6 дня падения, 1 дня в 
71,43 GAZP|126|14|Min Williams A/D |18|1|2||6 дня падения, 1 дня в 
71,43 GAZP|123|14|Min Williams A/D |19|1|2||6 дня падения, 1 дня в 
71,43 GAZP|120|14|Min Williams A/D |20|1|2||6 дня падения, 1 дня в 
71,43 GAZP|120|14|Min Williams A/D |21|1|2||6 дня падения, 1 дня в 
71,43 LKOH|70|7|Min Williams A/D |21|1|2||7 дня падения, 1 дня в 
71,43 LKOH|65|7|Min Williams A/D |22|1|2||7 дня падения, 1 дня в 
71,43 LKOH|62|7|Min Williams A/D |24|1|1||7 дня падения, 1 дня в 
71,43 NVTK|102|14|Max Williams A/D |22|1|3||6 дня роста, 1 дня в 
71,43 NVTK|101|14|Max Williams A/D |23|1|3||6 дня роста, 1 дня в 
71,43 NVTK|99|14|Max Williams A/D |24|1|3||6 дня роста, 1 дня в 
71,43 NVTK|98|14|Max Williams A/D |25|1|3||6 дня роста, 1 дня в 
71,43 RTKM|119|21|Max Williams A/D | 9|1|3||5 дня роста, 1 дня в 
71,43 RTKM|110|21|Max Williams A/D |10|1|2||5 дня роста, 1 дня в 
72,50 NVTK|238|40|Min Williams A/D | 4|1|3||4 дня падения, 1 дня в 
72,55 SBER|259|51|Min Williams A/D | 4|1|3||4 дня падения, 1 дня в 
72,73 LKOH|108|11|Max Williams A/D |22|1|2||6 дня роста, 1 дня в 
72,73 LKOH|104|11|Max Williams A/D |23|1|2||6 дня роста, 1 дня в 
72,73 NVTK|114|22|Max Williams A/D |18|1|3||5 дня роста, 1 дня в 
72,73 NVTK|112|22|Max Williams A/D |19|1|3||5 дня роста, 1 дня в 
72,73 ROSN|95|11|Min Williams A/D |19|1|1||6 дня падения, 1 дня в 
72,73 SBER|235|33|Max Williams A/D | 5|1|3||4 дня роста, 1 дня в 
73,08 SBER|167|26|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
73,68 GMKN|177|19|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
73,68 GMKN|162|19|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
73,68 GMKN|161|19|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
73,68 GMKN|145|19|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
73,68 GMKN|138|19|Min Williams A/D |10|1|1||5 дня падения, 1 дня в 
73,68 GMKN|130|19|Min Williams A/D |11|1|1||5 дня падения, 1 дня в 
73,68 GMKN|111|19|Min Williams A/D |18|1|2||5 дня падения, 1 дня в 
73,68 GMKN|110|19|Min Williams A/D |19|1|2||5 дня падения, 1 дня в 
73,68 GMKN|104|19|Min Williams A/D |20|1|2||5 дня падения, 1 дня в 
73,68 GMKN|103|19|Min Williams A/D |21|1|2||5 дня падения, 1 дня в 
73,68 GMKN|101|19|Min Williams A/D |22|1|2||5 дня падения, 1 дня в 
73,91 LKOH|217|23|Max Williams A/D | 6|1|1||5 дня роста, 1 дня в 
73,91 LKOH|217|23|Max Williams A/D | 6|1|2||5 дня роста, 1 дня в 
73,91 LKOH|200|23|Max Williams A/D | 7|1|2||5 дня роста, 1 дня в 
73,91 LKOH|191|23|Max Williams A/D | 8|1|2||5 дня роста, 1 дня в 
73,91 LKOH|191|23|Max Williams A/D | 8|1|3||5 дня роста, 1 дня в 
73,91 LKOH|176|23|Max Williams A/D | 9|1|2||5 дня роста, 1 дня в 
73,91 LKOH|176|23|Max Williams A/D | 9|1|3||5 дня роста, 1 дня в 
73,91 LKOH|166|23|Max Williams A/D |10|1|2||5 дня роста, 1 дня в 
73,91 LKOH|159|23|Max Williams A/D |11|1|2||5 дня роста, 1 дня в 
73,91 LKOH|153|23|Max Williams A/D |12|1|2||5 дня роста, 1 дня в 
73,91 LKOH|144|23|Max Williams A/D |13|1|2||5 дня роста, 1 дня в 
75,00 LKOH|143|28|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
75,00 LKOH|116|12|Min Williams A/D |12|1|1||6 дня падения, 1 дня в 
75,00 LKOH|111|12|Min Williams A/D |13|1|1||6 дня падения, 1 дня в 
75,00 LKOH|106|12|Min Williams A/D |14|1|1||6 дня падения, 1 дня в 
75,00 LKOH|100|12|Min Williams A/D |15|1|1||6 дня падения, 1 дня в 
75,00 LKOH|94|12|Min Williams A/D |16|1|1||6 дня падения, 1 дня в 
75,00 LKOH|90|12|Min Williams A/D |17|1|1||6 дня падения, 1 дня в 
75,00 LKOH|86|12|Min Williams A/D |18|1|1||6 дня падения, 1 дня в 
75,00 LKOH|79|12|Min Williams A/D |19|1|1||6 дня падения, 1 дня в 
75,00 LKOH|75|12|Min Williams A/D |20|1|1||6 дня падения, 1 дня в 
75,00 LKOH|71|12|Min Williams A/D |21|1|1||6 дня падения, 1 дня в 
75,00 LKOH|66|12|Min Williams A/D |22|1|1||6 дня падения, 1 дня в 
75,00 NVTK|246|48|Max Williams A/D | 5|1|3||4 дня роста, 1 дня в 
75,00 ROSN|102|20|Max Williams A/D |16|1|2||5 дня роста, 1 дня в 
75,00 ROSN|239|24|Min Williams A/D | 5|1|3||5 дня падения, 1 дня в 
75,00 RTKM|194|20|Min Williams A/D |10|1|1||6 дня падения, 1 дня в 
75,00 RTKM|193|20|Min Williams A/D |10|1|3||6 дня падения, 1 дня в 
75,00 RTKM|187|20|Min Williams A/D |11|1|1||6 дня падения, 1 дня в 
75,00 RTKM|186|20|Min Williams A/D |11|1|2||6 дня падения, 1 дня в 
75,00 RTKM|179|20|Min Williams A/D |12|1|1||6 дня падения, 1 дня в 
75,00 RTKM|178|20|Min Williams A/D |12|1|2||6 дня падения, 1 дня в 
75,00 RTKM|173|20|Min Williams A/D |13|1|1||6 дня падения, 1 дня в 
75,00 RTKM|172|20|Min Williams A/D |13|1|2||6 дня падения, 1 дня в 
75,86 LKOH|304|58|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
76,67 GMKN|262|30|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
76,67 GMKN|156|30|Max Williams A/D | 8|1|1||4 дня роста, 1 дня в 
76,74 RTKM|247|43|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
76,74 RTKM|224|43|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
76,74 RTKM|223|43|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
76,92 RTKM|125|13|Max Williams A/D | 8|1|2||6 дня роста, 1 дня в 
76,92 RTKM|119|13|Max Williams A/D | 9|1|2||6 дня роста, 1 дня в 
76,92 RTKM|110|13|Max Williams A/D |10|1|2||6 дня роста, 1 дня в 
76,92 RTKM|110|13|Max Williams A/D |10|1|3||6 дня роста, 1 дня в 
76,92 RTKM|98|13|Max Williams A/D |11|1|2||6 дня роста, 1 дня в 
76,92 RTKM|89|13|Max Williams A/D |12|1|2||6 дня роста, 1 дня в 
76,92 RTKM|80|13|Max Williams A/D |14|1|1||6 дня роста, 1 дня в 
76,92 RTKM|77|13|Max Williams A/D |15|1|1||6 дня роста, 1 дня в 
76,92 SBER|202|26|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
76,92 SBER|187|26|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
76,92 SBER|159|26|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
76,92 SBER|153|26|Min Williams A/D |10|1|2||5 дня падения, 1 дня в 
76,92 SBER|149|26|Min Williams A/D |11|1|2||5 дня падения, 1 дня в 
76,92 SBER|143|26|Min Williams A/D |12|1|2||5 дня падения, 1 дня в 
76,92 SBER|137|26|Min Williams A/D |13|1|2||5 дня падения, 1 дня в 
76,92 SBER|134|26|Min Williams A/D |14|1|2||5 дня падения, 1 дня в 
76,92 SBER|132|26|Min Williams A/D |15|1|2||5 дня падения, 1 дня в 
77,14 GAZP|185|35|Max Williams A/D | 6|1|2||4 дня роста, 1 дня в 
77,27 NVTK|120|22|Max Williams A/D |17|1|3||5 дня роста, 1 дня в 
77,27 NVTK|114|22|Max Williams A/D |18|1|2||5 дня роста, 1 дня в 
77,27 NVTK|112|22|Max Williams A/D |19|1|2||5 дня роста, 1 дня в 
77,50 NVTK|301|40|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
77,78 GAZP|349|36|Min Williams A/D | 3|1|1||5 дня падения, 1 дня в 
77,78 GAZP|288|36|Min Williams A/D | 4|1|1||5 дня падения, 1 дня в 
77,78 GAZP|253|36|Min Williams A/D | 5|1|1||5 дня падения, 1 дня в 
77,78 GAZP|230|36|Min Williams A/D | 6|1|1||5 дня падения, 1 дня в 
77,78 GAZP|214|36|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
77,78 GAZP|202|36|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
77,78 GAZP|190|36|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
77,78 GAZP|188|36|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
77,78 NVTK|87|9|Min Williams A/D |16|1|1||6 дня падения, 1 дня в 
77,78 NVTK|86|9|Min Williams A/D |17|1|1||6 дня падения, 1 дня в 
77,78 NVTK|81|9|Min Williams A/D |18|1|1||6 дня падения, 1 дня в 
77,78 NVTK|77|9|Min Williams A/D |19|1|1||6 дня падения, 1 дня в 
77,78 NVTK|74|9|Min Williams A/D |20|1|1||6 дня падения, 1 дня в 
77,78 NVTK|72|9|Min Williams A/D |21|1|1||6 дня падения, 1 дня в 
77,78 NVTK|69|9|Min Williams A/D |22|1|1||6 дня падения, 1 дня в 
77,78 NVTK|66|9|Min Williams A/D |23|1|1||6 дня падения, 1 дня в 
77,78 NVTK|63|9|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
77,78 NVTK|61|9|Min Williams A/D |25|1|1||6 дня падения, 1 дня в 
77,78 RTKM|85|9|Max Williams A/D |13|1|3||7 дня роста, 1 дня в 
77,78 RTKM|80|9|Max Williams A/D |14|1|2||7 дня роста, 1 дня в 
77,78 RTKM|77|9|Max Williams A/D |15|1|2||7 дня роста, 1 дня в 
77,78 RTKM|66|9|Max Williams A/D |18|1|1||7 дня роста, 1 дня в 
78,26 LKOH|217|23|Max Williams A/D | 6|1|3||5 дня роста, 1 дня в 
78,26 LKOH|200|23|Max Williams A/D | 7|1|3||5 дня роста, 1 дня в 
78,57 LKOH|251|28|Min Williams A/D | 4|1|1||5 дня падения, 1 дня в 
78,57 LKOH|215|28|Min Williams A/D | 5|1|1||5 дня падения, 1 дня в 
78,57 LKOH|189|28|Min Williams A/D | 6|1|1||5 дня падения, 1 дня в 
78,57 LKOH|167|28|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
78,57 LKOH|153|28|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
78,57 NVTK|114|14|Max Williams A/D |18|1|3||6 дня роста, 1 дня в 
78,57 NVTK|112|14|Max Williams A/D |19|1|3||6 дня роста, 1 дня в 
78,57 NVTK|108|14|Max Williams A/D |20|1|3||6 дня роста, 1 дня в 
78,57 NVTK|106|14|Max Williams A/D |21|1|3||6 дня роста, 1 дня в 
78,79 SBER|187|33|Max Williams A/D | 7|1|1||4 дня роста, 1 дня в 
78,79 SBER|170|33|Max Williams A/D | 8|1|1||4 дня роста, 1 дня в 
78,79 SBER|170|33|Max Williams A/D | 8|1|2||4 дня роста, 1 дня в 
78,85 LKOH|266|52|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
78,95 GMKN|190|19|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
78,95 GMKN|176|19|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
78,95 GMKN|118|19|Min Williams A/D |14|1|2||5 дня падения, 1 дня в 
78,95 GMKN|117|19|Min Williams A/D |15|1|2||5 дня падения, 1 дня в 
78,95 GMKN|117|19|Min Williams A/D |16|1|2||5 дня падения, 1 дня в 
78,95 GMKN|114|19|Min Williams A/D |17|1|2||5 дня падения, 1 дня в 
79,07 RTKM|350|43|Min Williams A/D | 3|1|1||5 дня падения, 1 дня в 
79,07 RTKM|349|43|Min Williams A/D | 3|1|2||5 дня падения, 1 дня в 
79,07 RTKM|296|43|Min Williams A/D | 4|1|1||5 дня падения, 1 дня в 
79,07 RTKM|295|43|Min Williams A/D | 4|1|2||5 дня падения, 1 дня в 
79,07 RTKM|271|43|Min Williams A/D | 5|1|1||5 дня падения, 1 дня в 
79,07 RTKM|270|43|Min Williams A/D | 5|1|2||5 дня падения, 1 дня в 
79,07 RTKM|270|43|Min Williams A/D | 5|1|3||5 дня падения, 1 дня в 
79,07 RTKM|248|43|Min Williams A/D | 6|1|1||5 дня падения, 1 дня в 
79,07 RTKM|247|43|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
79,07 RTKM|223|43|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
79,17 ROSN|166|24|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
79,17 ROSN|155|24|Min Williams A/D |10|1|2||5 дня падения, 1 дня в 
79,17 ROSN|148|24|Min Williams A/D |11|1|2||5 дня падения, 1 дня в 
79,17 ROSN|126|24|Min Williams A/D |13|1|1||5 дня падения, 1 дня в 
79,17 ROSN|122|24|Min Williams A/D |14|1|1||5 дня падения, 1 дня в 
79,41 GAZP|349|68|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
80,00 GAZP|302|35|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
80,00 GMKN|262|30|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
80,00 GMKN|218|30|Max Williams A/D | 5|1|2||4 дня роста, 1 дня в 
80,00 GMKN|178|30|Max Williams A/D | 7|1|1||4 дня роста, 1 дня в 
80,00 ROSN|111|20|Max Williams A/D |14|1|2||5 дня роста, 1 дня в 
80,00 ROSN|106|20|Max Williams A/D |15|1|2||5 дня роста, 1 дня в 
80,00 RTKM|193|20|Min Williams A/D |10|1|2||6 дня падения, 1 дня в 
80,00 SBER|99|10|Max Williams A/D |18|1|2||5 дня роста, 1 дня в 
80,00 SBER|97|10|Max Williams A/D |19|1|2||5 дня роста, 1 дня в 
80,00 SBER|99|10|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
80,00 SBER|99|10|Min Williams A/D |25|1|1||6 дня падения, 1 дня в 
80,43 ROSN|280|46|Min Williams A/D | 4|1|3||4 дня падения, 1 дня в 
80,56 GAZP|212|36|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
80,56 GAZP|200|36|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
